edge,score
m1->a17.h12<q>,1.125
m1->a17.h14<q>,1.7705
m1->a17.h14<k>,-1.257
m1->a17.h24<q>,-0.377
m1->a17.h28<q>,0.9736
m1->a17.h30<q>,-1.038
m1->a18.h2<q>,-1.961
m1->a18.h5<q>,-1.201
m1->a18.h9<q>,0.6147
m1->a18.h12<q>,0.3716
m1->a18.h13<q>,0.5693
m1->a18.h13<k>,-0.3936
m1->a18.h21<q>,-0.7573
m1->a18.h22<q>,0.614
m1->m18,-1.311
m1->a19.h2<q>,0.574
m1->a19.h8<q>,-0.3875
m1->a19.h14<q>,-1.745
m1->a19.h15<k>,0.6025
m1->a19.h22<q>,-0.606
m1->a19.h26<q>,-0.4707
m1->a19.h28<q>,3.219
m1->a19.h29<q>,-0.3738
m1->a19.h29<k>,0.5005
m1->m19,-2.498
m1->a20.h1<q>,0.677
m1->a20.h1<k>,-1.612
m1->a20.h4<q>,-0.651
m1->a20.h5<q>,-0.3608
m1->a20.h10<q>,-0.6924
m1->a20.h10<k>,0.521
m1->a20.h18<q>,1.076
m1->m20,-1.117
m1->a21.h9<q>,-0.577
m1->a21.h19<q>,-0.5356
m1->a21.h19<k>,0.667
m1->a21.h22<q>,0.505
m1->a21.h30<k>,-1.908
m1->m21,-0.721
m1->a22.h6<q>,-0.678
m1->a22.h11<q>,-0.3684
m1->a22.h22<k>,-1.896
m1->a22.h30<k>,1.598
m1->m22,0.414
m1->a23.h21<q>,0.542
m1->a24.h3<k>,-0.4062
m1->a24.h11<k>,-2.805
m1->a24.h13<q>,-0.3765
m1->a24.h18<q>,0.9424
m1->a25.h19<k>,0.3801
m1->a26.h26<k>,-2.914
m1->m30,-0.5737
m1->a31.h16<k>,-0.986
m30->a31.h10<q>,-1.138
m30->a31.h11<q>,-0.4976
m30->a31.h16<k>,1.189
m30->m31,1.62
a31.h10->m31,-0.4446
a31.h11->m31,-0.757
m18->logits,-0.4792
a27.h15->logits,-0.3694
a28.h17->logits,-0.4211
m30->logits,-2.229
m31->logits,4.32
