Layer,Head_0,Head_1,Head_2,Head_3,Head_4,Head_5,Head_6,Head_7,Head_8,Head_9,Head_10,Head_11,Head_12,Head_13,Head_14,Head_15,Head_16,Head_17,Head_18,Head_19,Head_20,Head_21,Head_22,Head_23,Head_24,Head_25,Head_26,Head_27,Head_28,Head_29,Head_30,Head_31
0,6.971377828449477e-05,0.00013074368820525706,7.193106241174973e-05,6.343634222503169e-06,2.240463125417591e-05,6.967339722905309e-05,0.00019609072507591917,4.2456464580027384e-05,5.803392787129269e-06,1.1660373747872654e-05,3.413323312997818e-05,2.393500122707337e-05,1.0211720764345956e-05,0.0001451226096833125,4.269135075446684e-05,2.1090879090479576e-05,0.00030864993401337416,5.2211033980711364e-05,7.001872465480119e-05,2.229653258837061e-05,9.504751506028697e-05,4.891225566098001e-05,0.0001089994735957589,1.2087502618669532e-05,2.9692398748011328e-05,1.6514492763235467e-05,1.8341609370509105e-06,5.319040974427481e-06,1.9953613009420223e-05,0.0002471775177400559,2.9527102851716337e-05,9.661434422014281e-05
1,0.006962322210893035,0.004050547638908029,0.005158286169171333,0.002864078558050096,0.0027425796398892997,0.0013523715198971332,0.017114442121237517,0.005837701270356774,0.009592265458777546,0.008432822981849313,0.009323751321062446,0.0040004252409562464,0.001242330565582961,0.008456369312480092,0.0029744921252131463,0.007536061368882656,0.010941404514014721,0.04039052166044712,0.010176432840526104,0.011320681236684322,0.007710886849090457,0.0038645688677206636,0.011589977080002428,0.014696964789181947,0.009541875133290887,0.010369122223928572,0.021632751412689687,0.011626378577202558,0.005797375980764627,0.003603456215932965,0.0037847683345898987,0.0026695963251404465
2,0.008102767067030073,0.006709600565955043,0.00965870293788612,0.011228704983368516,0.012232093997299671,0.012833979427814484,0.004775148057378828,0.02736240651458502,0.016261833496391775,0.00962522870860994,0.011245765378698707,0.017585330680012702,0.01140868155285716,0.009003939479589463,0.01629236824810505,0.05510716080665588,0.01488106168806553,0.01761872248724103,0.007917291363701224,0.01696349836885929,0.009068554090335966,0.009332175254821778,0.060668970681726934,0.07123813025653362,0.014967652466148139,0.013100287653505802,0.0062870042771101,0.020272652991116046,0.012536491248756648,0.03216132514178753,0.018177802246063947,0.008914863308891654
3,0.009808851527050138,0.028700263909995555,0.012724720295518637,0.016110778748989106,0.017228345051407815,0.012471082527190447,0.01904927657917142,0.005165261076763272,0.023907459750771524,0.023100297432392836,0.009255421049892902,0.032343500927090645,0.01718373388051987,0.01971418621018529,0.015568511169403791,0.018718543667346238,0.016643205154687167,0.03365250766277313,0.012792446408420801,0.0062506570108234885,0.014701458550989628,0.020042318776249887,0.01932635812088847,0.008159041740000247,0.008434729781001807,0.015722145438194276,0.02854528196156025,0.02914651121944189,0.035026580281555655,0.02046204237267375,0.015835216287523508,0.05283635307103395
4,0.02708438165485859,0.053409282118082047,0.019261941090226175,0.013552636355161667,0.019368757605552674,0.042791818454861644,0.02566069580614567,0.01841881697997451,0.01746683282777667,0.01335616022348404,0.01892790276557207,0.03599520590156317,0.04366686724126339,0.04190734025090933,0.027034544758498667,0.018565894290804862,0.03495340570807457,0.03105861384421587,0.04548194967210293,0.019730666764080525,0.024043754376471042,0.059447063952684405,0.022483623772859573,0.034194545187056065,0.008222183790057897,0.021719233579933644,0.022097953110933304,0.01128252137452364,0.018814722932875158,0.027503627445548774,0.049498491883277894,0.017629529591649772
5,0.04949554473161697,0.03829140029847622,0.017669240832328795,0.01170175353065133,0.04145393148064613,0.027177910208702086,0.028869682177901267,0.034242959283292296,0.042018122635781766,0.0509850499406457,0.07600054778158664,0.020011479705572127,0.0687612983584404,0.047225656509399416,0.04526594603434205,0.05702649638056755,0.021519169751554726,0.013221711497753858,0.026156255435198547,0.05624291554093361,0.07713324479758739,0.030745455399155616,0.08655479200184345,0.061082392483949664,0.03638288546353578,0.0178444510884583,0.0077515858132392165,0.039124155677855016,0.03224979057908058,0.03553347051143646,0.04623425595462322,0.08524483412504197
6,0.03573682628571987,0.07491488113999367,0.031072497069835663,0.04650948405265808,0.08422153800725937,0.02850603099912405,0.049216754361987115,0.02553199924528599,0.14195989683270455,0.039911678321659566,0.04380173817276955,0.040014319121837616,0.06130178689956665,0.17087576434016227,0.028595348857343196,0.07591543488204479,0.018096524365246294,0.08856969505548477,0.10533370457589626,0.061395303681492805,0.03858769197016954,0.03975819818675518,0.04632615245878696,0.02721397180110216,0.03804274890571833,0.06192078080028295,0.024993781093508007,0.02620003778487444,0.07464427940547466,0.03839067582041025,0.07002286158502102,0.06897072609513998
7,0.08400877244770527,0.0586465048417449,0.056227812469005586,0.038451600335538384,0.05945788227021694,0.11672728084027767,0.0953624827414751,0.05316599048674107,0.06972881563007832,0.04691359408199787,0.007395161632448435,0.08140438839793206,0.050611543878912923,0.054985741823911666,0.13616037338972092,0.05944134823977947,0.05139292776584625,0.06563318952918053,0.08353827752172947,0.046017732433974744,0.07526578545570374,0.22484200716018676,0.06940694972872734,0.06293437916785478,0.049317542910575864,0.06102428130805492,0.04526773737743497,0.04510348983108997,0.06306080408394336,0.056682040989398955,0.025937644541263582,0.05620544098317623
8,0.05356503054499626,0.1479451774060726,0.1277151258289814,0.20918250888586043,0.08630210012197495,0.13704894468188286,0.15471114248037338,0.05787764705717564,0.05570187848061323,0.1059108205139637,0.07600948438048363,0.07813157729804515,0.0771782336384058,0.09377887971699238,0.07050409883260728,0.06263588398694991,0.0708062270283699,0.11343338675796985,0.12670644417405127,0.056991996839642525,0.060919593200087545,0.061043969541788104,0.09721557915210724,0.0787305100262165,0.14728615701198577,0.15292584151029587,0.08404787257313728,0.12326350271701812,0.11200039908289909,0.16830565556883811,0.08880189307034016,0.06059543501585722
9,0.09475921362638473,0.045266983844339845,0.14190053388476373,0.10107396967709065,0.06114725865423679,0.13688578084111214,0.10833314523100852,0.11321651190519333,0.08616277761757374,0.07697975687682629,0.24098589569330214,0.08663437604904174,0.12870459362864495,0.08247220389544964,0.05897592239081859,0.09089323006570339,0.061898259446024895,0.14634582348167896,0.17945874288678168,0.11503269031643867,0.16283227175474166,0.11578103840351105,0.06035927928984165,0.09462268114089965,0.11116306096315384,0.09780515559017658,0.0255644079297781,0.11898938372731209,0.07831392668187619,0.12472519725561142,0.3173129388689995,0.16320790708065033
