,mt_kde4,mt_tatoeba,qa_coqa,qa_squad,sentiment_sst2,sentiment_yelp
0,5.8459602040549673e-05,0.0004048662148977356,6.464579959639345e-05,2.5517771045283624e-05,0.0002497595294040601,0.00021191605920873463
1,0.0064751730844363345,0.0065042319426719996,0.008665356392775672,0.00560963060259378,0.01050830474232493,0.008612682285493015
2,0.01644000281725306,0.019325847499567266,0.01791891862027109,0.011115419041452645,0.020008297537860868,0.016182714481983513
3,0.01488940306429863,0.023278877863631305,0.019326035923440895,0.011594513420859532,0.017669700315018372,0.016468956169992405
4,0.028315412165538824,0.032022915706038435,0.02763850792485749,0.018130432208417858,0.036953710779489446,0.02946145658032032
5,0.06040837213149639,0.05845804351905822,0.041513647374231306,0.02635643573768897,0.06144373341987371,0.03792126359941898
6,0.09720131798996587,0.09800249448220708,0.05644090610498092,0.037847844645002585,0.06586826724989803,0.04199454402667464
7,0.10506154006994615,0.10177453823285754,0.06717983415495833,0.04048531427608391,0.06233728078768759,0.04371625337298607
8,0.18092292836634447,0.14075693494058208,0.09989388289279298,0.07076668650261121,0.09539684945804759,0.06010112626070618
9,0.20531819230527612,0.18344144216971464,0.11335389081796159,0.0841995427268557,0.09975636222108727,0.06694345687166783
10,0.2511221756716258,0.2571469830744899,0.15607311300933358,0.11579976968700062,0.14119098247436337,0.07481337698991407
11,0.26339467671001326,0.20321422953158613,0.17893540802877392,0.11634597478434441,0.10426287936221339,0.07584982562984799
12,0.3062222622008994,0.2579014323255978,0.18762943776673635,0.11783016985049465,0.11110086596279868,0.07865217321319502
13,0.29820399796706615,0.2763915280776563,0.19328510951716452,0.11615402134251776,0.13773892875353339,0.07784503202477931
14,0.34519521294161676,0.3206216002814471,0.24959753531496967,0.15025669044582166,0.13972284745890642,0.09480033972417004
15,0.26868304248666386,0.24651904770638794,0.20710093410685657,0.11083896113326767,0.11873681970173491,0.06657854449702423
16,0.3152926093153656,0.23967623460572213,0.23320175452390687,0.13178791139740495,0.16672894869348961,0.07745499383483545
17,0.20678878473525403,0.17523328487062828,0.18717837227508424,0.10353214861126611,0.1285916063172044,0.06623051799950186
18,0.2316581010218942,0.1580536680168006,0.16308395716943777,0.08753573110618158,0.10423144685628351,0.05630213858908969
19,0.17828322386776557,0.17116861963237168,0.17327701902948317,0.08867739555309523,0.08729697268747252,0.05259147932985794
20,0.18790486667247022,0.1595623048202833,0.19988699321402237,0.08080086200265209,0.12715631893603127,0.06410415621183344
21,0.18821684570197247,0.14435485476336904,0.16048380037304005,0.06935962179442864,0.08105993042583572,0.04821178054553455
22,0.18039576042530825,0.1603298143815482,0.18598817109712396,0.0842701057362137,0.11377021580003197,0.0567496268334798
23,0.11714337176788829,0.0842783691185468,0.1395945086731808,0.05888729941623747,0.09925269103317982,0.04533764403808159
24,0.23829125123505943,0.26075937819201495,0.1981336796493269,0.08481307997368273,0.13109571815613882,0.07189151076425328
25,0.16814426564131277,0.20243961528118232,0.19984508364403153,0.0725921920314431,0.12628429042699277,0.06605978395498818
26,0.23997395131038501,0.24312106667668554,0.23026630205800752,0.09219106362666929,0.12469271048961669,0.07316182700422356
27,0.19696268738742215,0.20429522997786986,0.16639100034313734,0.09189242375083265,0.10217663495277515,0.05889513500442259
28,0.21241945468034823,0.28491668457631014,0.21233721710392267,0.10732156854472122,0.1187135497742565,0.07794259841815795
29,0.2789378480671439,0.26856431857042484,0.3268901776231359,0.13910326384473587,0.1323683493741555,0.09985387231456115
30,0.3991429746430366,0.4100764103577239,0.262617970459978,0.17431110001052721,0.12151486864662725,0.08933298647840268
31,0.737932425918989,0.6270490065682679,0.483229252481833,0.3147662686835974,0.4124951476254499,0.19474636375438417
