Layer,Head_0,Head_1,Head_2,Head_3,Head_4,Head_5,Head_6,Head_7,Head_8,Head_9,Head_10,Head_11,Head_12,Head_13,Head_14,Head_15,Head_16,Head_17,Head_18,Head_19,Head_20,Head_21,Head_22,Head_23,Head_24,Head_25,Head_26,Head_27,Head_28,Head_29,Head_30,Head_31
0,2.191327044783975e-05,8.483145917125512e-05,1.8549070118751844e-05,2.2855536171846326e-05,4.668332047003787e-05,1.1117028507214854e-05,4.882972083578352e-05,7.443203518050722e-05,1.9130843475068106e-05,4.683601731812814e-05,1.8954725292132934e-05,3.344916993228253e-05,6.38778736902168e-05,3.8012292934581636e-05,0.0001701120966754388,2.3548600602225633e-05,2.001214656047523e-05,3.2491003184986764e-05,1.6274743466055952e-05,6.0777903036068895e-06,0.0001439987563935574,3.4546034112281634e-05,2.157769666155218e-05,3.96541140798945e-05,2.2664223943138497e-05,5.6841810801415706e-05,2.4728413118282335e-05,1.7724827866913983e-05,1.435350849533279e-05,0.00048424906795844434,0.00011911614798009396,7.326391954848077e-05
1,0.007695732777938247,0.003033403819426894,0.001118557284353301,0.0007114996353629977,0.0017262029508128762,0.0008118680852930993,0.005374209657311439,0.0030406055273488166,0.0019506020145490766,0.0077256699185818435,0.006885433234274387,0.002191466111689806,0.0004946842789649963,0.0021644326811656356,0.002778833000920713,0.004683967917226255,0.004975687544792891,0.05432154774665832,0.013325088731944561,0.005312682231888175,0.001768278582021594,0.0007252689416054636,0.0057111299503594636,0.022706226371228697,0.002807674705982208,0.024484309069812298,0.008470210670493543,0.004153853231109679,0.0017561874305829406,0.0019469629926607012,0.0014183689630590378,0.0009348926425445825
2,0.00595022692810744,0.0032548881787806748,0.010457940557971597,0.006869584396481514,0.01957547673024237,0.009260383667424321,0.0050624126940965655,0.016980259027332068,0.01535992165096104,0.02291803127154708,0.004432125585153699,0.010401721522212028,0.008809247203171253,0.01217895220965147,0.01528054751455784,0.02087035631760955,0.025700350906699896,0.012930123172700404,0.008102639182470738,0.0027389366179704664,0.017200640588998794,0.03934740647673607,0.05207744304090738,0.05531296618282795,0.005726482896134258,0.009103898676112294,0.005914306463673711,0.030311925150454045,0.010884093660861254,0.006361239505931735,0.01717814238741994,0.03952741978690028
3,0.007635759585537016,0.0028699535341002048,0.01791527945548296,0.008790274076163769,0.008790515456348657,0.003237442295067012,0.0253065818361938,0.0029854303132742645,0.009806085219606757,0.04098067685961723,0.0032828244403935967,0.00839919208548963,0.007731654956005514,0.013586014900356531,0.003748964830301702,0.01106527249328792,0.008240553978830577,0.053726126700639726,0.008847278906032444,0.004403771217912435,0.007027538185939193,0.03072679102420807,0.004171812878921628,0.005554371541365981,0.006847657170146704,0.03740426454693079,0.01703430972993374,0.048913843631744384,0.019730744883418083,0.013317316994071007,0.009754399368539453,0.024628194961696864
4,0.013234896389767527,0.09125587202608586,0.013575256038457155,0.019003271386027337,0.008049786826595663,0.049850413650274275,0.025117727275937796,0.010164681151509284,0.04818116802722216,0.022830624524503948,0.019249920397996903,0.019640391487628223,0.017578773461282254,0.03518242325633764,0.023437583297491075,0.018644004203379153,0.05055625896900892,0.06068928070366383,0.013071351256221532,0.028855976052582263,0.04603786699473858,0.021949878595769405,0.02440757052972913,0.06630421899259091,0.030133315976709128,0.009954887768253684,0.014650136344134807,0.01893696639686823,0.016167849712073804,0.014810410663485526,0.030795423984527587,0.02377500295639038
5,0.05476134229451418,0.03189049769192934,0.028109563775360585,0.029448515996336938,0.04918543141335249,0.10453227877616883,0.04705259386450052,0.0916828042268753,0.0657266915589571,0.03292205538600683,0.054593138694763184,0.03945433996617794,0.1049010306596756,0.05868510376662016,0.0213464642316103,0.05798154294490814,0.03243023458868265,0.015450659617781639,0.055266028605401515,0.06653840266168118,0.112716893106699,0.02890268784016371,0.1424254947900772,0.05234191130846739,0.039839015267789366,0.0476945699006319,0.005337915266864002,0.11355070129036904,0.04253906603902578,0.06267078157514333,0.18296362742781638,0.060126523673534396
6,0.062408156171441076,0.24466080486774444,0.054105865284800526,0.06915444817394018,0.22007227584719657,0.039876548536121846,0.02158189058303833,0.10048452448099851,0.0928952419012785,0.06229327093809843,0.08817366905510425,0.061795088611543175,0.09526359971612691,0.36946869403123855,0.059000051207840444,0.11281466737389564,0.0027539151906967162,0.08020697332918644,0.24453331261873246,0.14558939538896085,0.08725059039890766,0.04987833604216576,0.18677887320518494,0.06709107547998429,0.050338612869381905,0.0639421210065484,0.019076201543211938,0.024801178388297557,0.12555141344666482,0.07852714732289315,0.06424681834876537,0.06582741431891918
7,0.0910373631119728,0.05353403501212597,0.056005444824695584,0.034092213697731494,0.058206208795309064,0.29018264561891555,0.06225767254829407,0.049381761476397515,0.09683570869266987,0.04467962209135294,0.002102920061443001,0.1501939743757248,0.009284272696822882,0.11506674893200397,0.18409641712903976,0.14734326288104058,0.0861837262660265,0.18500593930482864,0.07056000873446465,0.09263423174619674,0.06343061618506908,0.5152526885271073,0.2693389916419983,0.025722093153744935,0.09066199600696563,0.041895271837711336,0.02479457501322031,0.05235458392649889,0.06772480536252261,0.10987576752901078,0.052632561326026915,0.16960115373134613
8,0.07607844419777393,0.28844773277640345,0.2538289904594421,0.5925491034984589,0.07057436570525169,0.2999694675207138,0.24051681011915207,0.04211062803864479,0.060296814739704135,0.15106804490089418,0.10982250675559044,0.10967856109142303,0.21597833797335625,0.17188841119408607,0.13286150477826594,0.13731354765594006,0.1362560896575451,0.3095885801315308,0.2070513793826103,0.12968725666403771,0.13305432558059693,0.07071704782545567,0.12561086036264896,0.1980729816854,0.16438969284296034,0.16010562852025031,0.06772767819464207,0.43872195184230806,0.16529378801584244,0.22529975190758705,0.12884654812514781,0.17612687557935713
9,0.15654742553830148,0.17356903731822967,0.43975208431482316,0.18952197775244714,0.12318400338292122,0.21596280977129936,0.1529365909099579,0.26375087946653364,0.08997089795768261,0.20348219260573386,0.4653052407503128,0.11057377189397812,0.23658114969730376,0.1527753798663616,0.07000789649784565,0.09844917550683022,0.0918622574210167,0.13446949288249016,0.5311331236362458,0.15506929978728295,0.5186891719698906,0.29262468218803406,0.037891855910420415,0.056783553138375284,0.3612330397963524,0.08950523130595683,0.028235513307154177,0.12380155459046364,0.08310767911374568,0.07819226250052452,0.5199105620384217,0.32530236095190046
